23, 0
454, 3
525, 3
1208, 4
1234, 4
281, 5
847, 5
422, 6
362, 7
324, 8
312, 9
1069, 9
16, 10
180, 10
1172, 10
589, 11
60, 12
757, 12
1028, 12
123, 14
303, 14
158, 16
265, 18
535, 18
768, 18
741, 19
290, 20
1084, 20
360, 22
843, 22
898, 25
196, 26
684, 26
808, 27
1271, 27
42, 28
212, 28
502, 28
721, 28
862, 28
1022, 28
457, 29
737, 30
403, 31
891, 32
1222, 32
786, 33
1144, 33
1264, 33
1246, 35
951, 36
106, 37
1228, 40
1028, 41
1173, 41
314, 42
822, 42
145, 43
501, 45
792, 45
1152, 45
193, 46
399, 46
385, 47
514, 47
692, 47
524, 48
324, 49
488, 49
530, 49
941, 49
204, 50
692, 50
956, 50
1206, 50
949, 51
1136, 51
917, 52
945, 54
51, 56
1237, 57
312, 58
596, 58
1242, 58
745, 59
965, 59
1094, 59
304, 60
502, 60
758, 60
45, 61
629, 62
938, 63
858, 64
326, 65
787, 65
1062, 66
385, 67
406, 67
522, 67
807, 67
1277, 67
162, 68
143, 69
12, 70
228, 70
612, 71
492, 72
742, 73
393, 74
1121, 75
85, 76
248, 76
1170, 76
853, 77
473, 79
503, 79
1257, 79
132, 81
738, 81
881, 81
16, 82
981, 82
276, 83
579, 83
752, 84
171, 85
418, 85
525, 85
145, 87
248, 87
371, 88
16, 89
614, 89
27, 90
265, 90
401, 91
594, 91
990, 91
74, 92
297, 93
193, 94
539, 94
735, 94
1011, 94
562, 95
1231, 95
600, 96
606, 96
433, 97
864, 99
987, 100
54, 101
455, 103
513, 104
939, 105
414, 106
525, 107
457, 108
689, 109
44, 110
61, 110
123, 110
387, 111
789, 111
1049, 111
4, 113
89, 113
1069, 113
1160, 113
405, 114
337, 115
418, 115
803, 118
1050, 118
1224, 118
120, 119
272, 119
387, 119
445, 119
645, 119
803, 119
122, 120
540, 120
624, 120
306, 122
954, 122
787, 123
846, 124
699, 125
820, 125
956, 125
1126, 125
577, 126
1011, 126
186, 127
231, 130
392, 132
1064, 132
77, 133
740, 133
595, 134
882, 134
1113, 134
342, 136
742, 136
995, 137
20, 144
391, 144
68, 145
324, 145
428, 145
601, 146
913, 146
829, 147
493, 148
167, 149
598, 149
1012, 149
489, 150
752, 151
1120, 151
279, 152
1088, 153
1021, 154
825, 155
279, 156
557, 156
569, 156
1181, 157
131, 159
466, 160
275, 162
820, 162
77, 163
1068, 163
45, 164
152, 164
525, 165
698, 165
660, 166
1037, 166
354, 167
25, 168
835, 169
761, 170
120, 172
324, 172
583, 173
35, 174
262, 175
353, 176
422, 176
230, 177
1138, 178
1235, 182
962, 183
444, 184
706, 184
774, 184
1175, 184
413, 185
692, 185
1013, 186
1150, 186
299, 187
752, 187
1189, 189
94, 190
239, 191
824, 191
1158, 191
113, 193
1052, 194
24, 195
237, 195
433, 197
244, 198
843, 198
886, 198
143, 199
407, 200
21, 201
743, 202
1128, 202
78, 203
654, 205
1196, 206
83, 207
267, 207
761, 207
770, 208
862, 210
314, 211
403, 211
529, 211
693, 211
969, 211
7, 213
63, 213
79, 213
103, 213
111, 213
119, 213
127, 213
151, 213
167, 213
183, 213
303, 213
319, 213
391, 213
415, 213
423, 213
439, 213
455, 213
463, 213
479, 213
487, 213
495, 213
511, 213
519, 213
551, 213
567, 213
575, 213
599, 213
607, 213
615, 213
631, 213
655, 213
719, 213
751, 213
759, 213
767, 213
775, 213
799, 213
823, 213
847, 213
871, 213
911, 213
919, 213
927, 213
935, 213
951, 213
967, 213
991, 213
1015, 213
1031, 213
1039, 213
1047, 213
1055, 213
1071, 213
1079, 213
1103, 213
1111, 213
1167, 213
1183, 213
1199, 213
1215, 213
1255, 213
1259, 213
0, 214
8, 214
48, 214
64, 214
80, 214
88, 214
128, 214
136, 214
160, 214
184, 214
192, 214
248, 214
256, 214
336, 214
345, 214
376, 214
384, 214
408, 214
432, 214
456, 214
488, 214
512, 214
560, 214
568, 214
592, 214
608, 214
664, 214
669, 214
672, 214
712, 214
720, 214
728, 214
752, 214
760, 214
784, 214
808, 214
832, 214
848, 214
864, 214
872, 214
880, 214
896, 214
960, 214
976, 214
1016, 214
1024, 214
1032, 214
1040, 214
1048, 214
1064, 214
1072, 214
1080, 214
1120, 214
1136, 214
1144, 214
1177, 214
1184, 214
1200, 214
1216, 214
1248, 214
1256, 214
1264, 214
1272, 214
308, 215
239, 216
241, 216
560, 216
53, 217
52, 218
60, 218
68, 218
100, 218
108, 218
116, 218
124, 218
132, 218
140, 218
164, 218
172, 218
196, 218
204, 218
228, 218
268, 218
276, 218
316, 218
324, 218
332, 218
340, 218
372, 218
380, 218
404, 218
420, 218
444, 218
492, 218
500, 218
508, 218
548, 218
556, 218
572, 218
588, 218
596, 218
636, 218
644, 218
652, 218
660, 218
732, 218
748, 218
772, 218
780, 218
892, 218
916, 218
924, 218
932, 218
948, 218
966, 218
972, 218
980, 218
1012, 218
1020, 218
1028, 218
1044, 218
1057, 218
1060, 218
1068, 218
1084, 218
1108, 218
1164, 218
1172, 218
1180, 218
1188, 218
1236, 218
3, 219
11, 219
43, 219
51, 219
67, 219
91, 219
131, 219
147, 219
155, 219
195, 219
219, 219
243, 219
245, 219
251, 219
275, 219
355, 219
371, 219
381, 219
419, 219
435, 219
443, 219
467, 219
475, 219
491, 219
499, 219
515, 219
571, 219
603, 219
643, 219
667, 219
683, 219
691, 219
715, 219
779, 219
803, 219
811, 219
824, 219
891, 219
899, 219
923, 219
955, 219
979, 219
995, 219
1003, 219
1011, 219
1027, 219
1035, 219
1099, 219
1115, 219
1139, 219
1155, 219
1171, 219
1187, 219
1259, 219
716, 220
644, 222
7, 223
62, 223
63, 223
79, 223
111, 223
119, 223
127, 223
151, 223
183, 223
207, 223
287, 223
319, 223
415, 223
423, 223
439, 223
455, 223
463, 223
479, 223
487, 223
495, 223
511, 223
519, 223
524, 223
551, 223
567, 223
575, 223
599, 223
607, 223
615, 223
631, 223
655, 223
719, 223
751, 223
767, 223
775, 223
799, 223
823, 223
847, 223
871, 223
911, 223
919, 223
927, 223
935, 223
951, 223
967, 223
991, 223
1015, 223
1039, 223
1047, 223
1055, 223
1071, 223
1079, 223
1103, 223
1111, 223
1167, 223
1199, 223
1215, 223
1255, 223
0, 224
32, 224
48, 224
64, 224
80, 224
88, 224
128, 224
136, 224
160, 224
192, 224
248, 224
304, 224
311, 224
336, 224
376, 224
384, 224
408, 224
432, 224
456, 224
488, 224
512, 224
520, 224
560, 224
568, 224
592, 224
608, 224
656, 224
664, 224
672, 224
712, 224
720, 224
728, 224
752, 224
760, 224
784, 224
808, 224
832, 224
848, 224
860, 224
864, 224
872, 224
880, 224
896, 224
960, 224
976, 224
984, 224
1016, 224
1024, 224
1032, 224
1040, 224
1048, 224
1072, 224
1080, 224
1136, 224
1144, 224
1176, 224
1184, 224
1200, 224
1216, 224
1248, 224
1256, 224
1264, 224
1272, 224
185, 225
691, 225
1100, 225
154, 226
377, 226
1145, 226
9, 228
52, 228
60, 228
68, 228
100, 228
108, 228
116, 228
124, 228
132, 228
140, 228
148, 228
164, 228
172, 228
196, 228
228, 228
268, 228
276, 228
284, 228
324, 228
332, 228
340, 228
372, 228
380, 228
404, 228
444, 228
492, 228
500, 228
508, 228
548, 228
556, 228
572, 228
588, 228
596, 228
636, 228
644, 228
652, 228
660, 228
732, 228
748, 228
780, 228
916, 228
924, 228
932, 228
948, 228
972, 228
980, 228
1012, 228
1020, 228
1028, 228
1044, 228
1060, 228
1084, 228
1108, 228
1164, 228
1172, 228
1180, 228
1188, 228
1236, 228
3, 229
11, 229
43, 229
51, 229
91, 229
131, 229
147, 229
155, 229
179, 229
195, 229
219, 229
243, 229
275, 229
355, 229
371, 229
387, 229
419, 229
433, 229
435, 229
443, 229
467, 229
475, 229
491, 229
499, 229
515, 229
571, 229
603, 229
643, 229
667, 229
683, 229
691, 229
715, 229
752, 229
779, 229
795, 229
803, 229
811, 229
891, 229
899, 229
955, 229
979, 229
995, 229
1011, 229
1027, 229
1035, 229
1083, 229
1095, 229
1099, 229
1115, 229
1139, 229
1155, 229
1171, 229
1187, 229
1222, 229
1259, 229
294, 230
660, 230
1139, 230
642, 232
1204, 232
7, 233
55, 233
63, 233
79, 233
111, 233
119, 233
127, 233
142, 233
151, 233
183, 233
207, 233
271, 233
303, 233
319, 233
415, 233
423, 233
455, 233
463, 233
479, 233
487, 233
495, 233
498, 233
511, 233
519, 233
551, 233
567, 233
575, 233
599, 233
607, 233
615, 233
631, 233
655, 233
719, 233
751, 233
759, 233
767, 233
775, 233
799, 233
847, 233
871, 233
911, 233
919, 233
927, 233
935, 233
951, 233
967, 233
991, 233
1015, 233
1039, 233
1047, 233
1055, 233
1071, 233
1079, 233
1103, 233
1111, 233
1167, 233
1189, 233
1215, 233
1255, 233
1265, 233
0, 234
48, 234
64, 234
80, 234
88, 234
128, 234
136, 234
160, 234
192, 234
200, 234
248, 234
256, 234
304, 234
336, 234
376, 234
384, 234
408, 234
432, 234
456, 234
488, 234
512, 234
560, 234
568, 234
592, 234
608, 234
656, 234
664, 234
672, 234
712, 234
720, 234
728, 234
752, 234
760, 234
784, 234
808, 234
832, 234
848, 234
872, 234
880, 234
896, 234
960, 234
976, 234
1016, 234
1024, 234
1032, 234
1040, 234
1048, 234
1064, 234
1072, 234
1080, 234
1136, 234
1144, 234
1184, 234
1200, 234
1216, 234
1248, 234
1256, 234
1264, 234
1272, 234
36, 235
981, 235
6, 236
187, 236
839, 236
584, 237
52, 238
60, 238
68, 238
108, 238
116, 238
124, 238
132, 238
140, 238
164, 238
168, 238
172, 238
196, 238
228, 238
268, 238
276, 238
324, 238
332, 238
340, 238
360, 238
372, 238
380, 238
404, 238
444, 238
492, 238
500, 238
508, 238
548, 238
556, 238
561, 238
572, 238
588, 238
596, 238
636, 238
644, 238
660, 238
732, 238
748, 238
780, 238
916, 238
924, 238
932, 238
948, 238
972, 238
980, 238
1012, 238
1020, 238
1028, 238
1044, 238
1060, 238
1084, 238
1108, 238
1164, 238
1172, 238
1180, 238
1188, 238
1211, 238
1236, 238
3, 239
11, 239
43, 239
51, 239
91, 239
131, 239
147, 239
155, 239
179, 239
195, 239
219, 239
243, 239
275, 239
355, 239
371, 239
419, 239
435, 239
443, 239
467, 239
475, 239
491, 239
499, 239
515, 239
571, 239
603, 239
643, 239
667, 239
683, 239
691, 239
699, 239
715, 239
779, 239
803, 239
811, 239
899, 239
955, 239
979, 239
995, 239
1011, 239
1027, 239
1035, 239
1099, 239
1115, 239
1139, 239
1155, 239
1171, 239
1187, 239
1259, 239
1164, 240
1257, 240
587, 241
181, 242
193, 242
7, 243
55, 243
63, 243
79, 243
103, 243
111, 243
119, 243
127, 243
151, 243
183, 243
207, 243
287, 243
303, 243
319, 243
415, 243
423, 243
439, 243
455, 243
463, 243
466, 243
479, 243
487, 243
495, 243
511, 243
519, 243
551, 243
567, 243
575, 243
599, 243
607, 243
615, 243
631, 243
652, 243
655, 243
719, 243
751, 243
759, 243
767, 243
775, 243
799, 243
871, 243
911, 243
919, 243
927, 243
935, 243
951, 243
967, 243
991, 243
1015, 243
1039, 243
1047, 243
1055, 243
1071, 243
1079, 243
1103, 243
1111, 243
1167, 243
1215, 243
1255, 243
0, 244
48, 244
64, 244
80, 244
88, 244
128, 244
136, 244
160, 244
192, 244
200, 244
248, 244
304, 244
328, 244
376, 244
384, 244
408, 244
432, 244
456, 244
488, 244
512, 244
520, 244
560, 244
568, 244
592, 244
608, 244
656, 244
664, 244
672, 244
696, 244
712, 244
720, 244
728, 244
752, 244
760, 244
784, 244
808, 244
832, 244
848, 244
872, 244
880, 244
896, 244
960, 244
976, 244
1016, 244
1024, 244
1032, 244
1040, 244
1048, 244
1064, 244
1072, 244
1080, 244
1120, 244
1136, 244
1144, 244
1176, 244
1184, 244
1200, 244
1216, 244
1248, 244
1256, 244
1264, 244
1272, 244
1027, 245
414, 246
421, 247
431, 247
729, 247
52, 248
60, 248
68, 248
108, 248
116, 248
124, 248
132, 248
140, 248
148, 248
164, 248
172, 248
196, 248
204, 248
228, 248
268, 248
276, 248
324, 248
332, 248
340, 248
364, 248
372, 248
380, 248
